Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Afghanistan,150778,320,6936,28,103359,Asia,0
Albania,133730,,2459,,130395,Europe,1
Algeria,180356,,4520,,120644,Africa,1
Andorra,14836,,128,,14444,Europe,1
Angola,43592,,1044,,40079,Africa,1
Anguilla,113,,,,111,North America,0
Antigua and Barbuda,1328,,43,,1246,North America,1
Argentina,5012754,,107302,,4658028,South America,1
Armenia,232157,234,4650,9,221216,Asia,0
Aruba,12371,,111,,11468,North America,1
Australia,36335,290,940,1,30462,Australia/Oceania,0
Austria,663082,553,10750,,646143,Europe,0
Azerbaijan,350605,,5056,,334667,Asia,1
Bahamas,15419,,295,,12824,North America,1
Bahrain,269949,,1384,,267526,Asia,1
Bangladesh,1353695,10299,22652,241,1205447,Asia,0
Barbados,4464,,48,,4315,North America,1
Belarus,453932,979,3532,9,448220,Europe,0
Belgium,1136726,,25268,,1063847,Europe,1
Belize,14438,,339,,13622,North America,1
Benin,8608,,110,,8136,Africa,1
Bermuda,2614,,33,,2510,North America,1
Bhutan,2544,,2,,2479,Asia,1
Bolivia,477262,,17959,,413821,South America,1
Bosnia and Herzegovina,206106,,9691,,190665,Europe,1
Botswana,122574,,1704,,104731,Africa,1
Brazil,20151779,,563082,,18894631,South America,1
British Virgin Islands,2500,,31,,1914,North America,1
Brunei,347,,3,,294,Asia,0
Bulgaria,427873,,18252,,398874,Europe,1
Burkina Faso,13621,11,169,,13391,Africa,0
Burundi,8088,,38,,773,Africa,1
Cabo Verde,34010,,298,,33264,Africa,1
Cambodia,81891,556,1562,25,75495,Asia,0
Cameroon,82064,,1334,,80433,Africa,1
Canada,1438219,,26663,,1401482,North America,1
Caribbean Netherlands,1720,,17,,1673,North America,1
Cayman Islands,646,,2,,639,North America,1
Central African Republic,7151,,98,,6859,Africa,1
Chad,4977,,174,,4796,Africa,1
Channel Islands,9599,,91,,8697,Europe,1
Chile,1622509,,35951,,1577982,South America,1
China,93701,96,4636,,87558,Asia,0
Colombia,4834634,,122277,,4643087,South America,1
Comoros,4031,,147,,3875,Africa,1
Costa Rica,416677,,5124,,337423,North America,1
Croatia,365045,213,8272,1,355542,Europe,0
Cuba,448792,,3355,,398657,North America,1
Curaçao,14055,,131,,13347,North America,1
Cyprus,105593,,438,,80178,Asia,1
Czechia,1674906,152,30363,,1642165,Europe,0
DR Congo,51523,,1048,,30189,Africa,1
Denmark,323786,821,2552,,309182,Europe,0
Djibouti,11659,,156,,11496,Africa,1
Dominica,367,,,,209,North America,0
Dominican Republic,344151,,3974,,326501,North America,1
Ecuador,491185,,31774,,443880,South America,1
Egypt,284641,,16566,,232825,Africa,1
El Salvador,88371,,2717,14,76952,North America,0
Equatorial Guinea,8940,,123,,8730,Africa,1
Eritrea,6576,,35,,6487,Africa,1
Estonia,135076,126,1277,,129614,Europe,0
Eswatini,30787,,844,,23093,Africa,1
Ethiopia,283667,,4421,,264312,Africa,1
Falkland Islands,66,,,,63,South America,0
Faroe Islands,987,,2,,963,Europe,1
Fiji,36979,657,299,3,12384,Australia/Oceania,0
Finland,112207,1322,984,,46000,Europe,0
France,6284708,,112190,,5755540,Europe,1
French Guiana,30875,,193,,9995,South America,1
French Polynesia,22459,,157,,19825,Australia/Oceania,1
Gabon,25462,,165,,25248,Africa,1
Gambia,8603,,242,,7536,Africa,1
Georgia,447913,3344,6084,30,400616,Asia,0
Germany,3795590,,92277,,3665400,Europe,0
Ghana,106750,,859,,99165,Africa,1
Gibraltar,5127,11,95,,4792,Europe,0
