Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Australia,27777,17,907,,25506,Australia/Oceania,1
Fiji,35,,2,,32,Australia/Oceania,1
French Polynesia,12362,,61,,4842,Australia/Oceania,1
Marshall Islands,4,,,,1,Australia/Oceania,0
New Caledonia,30,,,,29,Australia/Oceania,0
New Zealand,2008,3,25,,1919,Australia/Oceania,1
Papua New Guinea,604,2,7,,586,Australia/Oceania,1
Solomon Islands,16,,,,5,Australia/Oceania,0
Vanuatu,1,,,,,Australia/Oceania,0
Wallis and Futuna,2,,,,1,Australia/Oceania,0
