Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,Continent,Reliable
Afghanistan,4.568835097177954,,3.1179338350396413,,4.414304688128332,Asia,True
Albania,3.797613730153076,,2.285557309007774,,3.514282047860378,Europe,True
Algeria,4.54024185611511,,3.111598524880394,,4.381710585671034,Africa,True
Andorra,2.9800033715837464,,1.7160033436347992,,2.9237619608287004,Europe,True
Angola,3.196452541703389,,1.845098040014257,,2.751279103983342,Africa,True
Anguilla,0.47712125471966244,,,,0.47712125471966244,North America,False
Antigua and Barbuda,1.9637878273455553,,0.47712125471966244,,1.8808135922807914,North America,True
Argentina,5.383476053061729,,3.6554265877459184,,5.0343958081732625,South America,True
Armenia,4.60406397266389,,2.8948696567452528,,4.510477984281345,Asia,True
Aruba,2.7067177823367587,,0.47712125471966244,,2.0569048513364727,North America,True
Australia,4.32395300754292,2.586587304671755,2.469822015978163,1.2304489213782739,4.062995401186467,Australia/Oceania,False
Austria,4.340820736655919,,2.857935264719429,,4.296928319310418,Europe,True
Azerbaijan,4.524798420886221,,2.6884198220027105,,4.477931182055328,Asia,True
Bahamas,2.9434945159061026,,1.146128035678238,,1.99563519459755,North America,True
Bahrain,4.639775258839238,,2.2068258760318495,,4.607980148316915,Asia,True
Bangladesh,5.406732589869738,,3.5269850685599957,,5.166145819924676,Asia,True
Barbados,2.1398790864012365,,0.8450980400142568,,2.03342375548695,North America,True
Belarus,4.837196891758147,,2.7671558660821804,,4.811199527384495,Europe,True
Belgium,4.86570197669432,2.7902851640332416,3.9943171526696366,0.6020599913279624,4.249589657772943,Europe,True
Belize,2.164352855784437,,0.3010299956639812,,1.505149978319906,North America,True
Benin,3.286905352972375,,1.5797835966168101,,3.2041199826559246,Africa,True
Bermuda,2.1958996524092336,,0.9542425094393249,,2.1583624920952498,North America,True
Bhutan,2.03342375548695,,,,1.9822712330395684,Asia,False
Bolivia,4.94965830798174,3.06595298031387,3.5547313766759667,1.7993405494535817,4.460957948559966,South America,True
Bosnia and Herzegovina,4.136308267255813,,2.595496221825574,,3.8676442339030985,Europe,True
Botswana,2.905256048748451,,0.3010299956639812,,1.7993405494535817,Africa,True
Brazil,6.479052316157754,,5.002351839555352,,6.3210374411353305,South America,True
British Virgin Islands,0.9542425094393249,,0.0,,0.8450980400142568,North America,True
Brunei,2.1522883443830563,,0.47712125471966244,,2.1398790864012365,Asia,False
Bulgaria,4.125253486024798,,2.6483600109809315,,3.887504774235378,Europe,True
Burkina Faso,3.070037866607755,,1.7323937598229686,,2.9885589568786157,Africa,True
Burundi,2.6074550232146687,,0.0,,2.494154594018443,Africa,True
Cabo Verde,3.452553063228925,,1.505149978319906,,3.3165993020938607,Africa,True
Cambodia,2.3944516808262164,0.3010299956639812,,,2.3364597338485296,Asia,False
Cameroon,4.256284678484161,,2.59659709562646,,4.185258765296585,Africa,True
Canada,5.076352760277056,,3.953082843912086,,5.015217202939048,North America,False
Caribbean Netherlands,1.1139433523068367,,,,0.8450980400142568,North America,False
Cayman Islands,2.307496037913213,,0.0,,2.305351369446624,North America,True
Central African Republic,3.66661156841903,,1.7708520116421442,,3.2345172835126865,Africa,True
Chad,2.9740509027928774,,1.8808135922807914,,2.9237619608287004,Africa,True
Channel Islands,2.775974331129369,,1.6720978579357175,,2.7267272090265724,Europe,True
Chile,5.56940083269718,,4.000477461374455,,5.536726320487027,South America,True
China,4.9274678886737435,1.3617278360175928,3.6659560294539566,,4.898549673613008,Asia,True
Colombia,5.5761915676618345,,4.098297536494697,,5.310886525093116,South America,True
Comoros,2.6009728956867484,,0.8450980400142568,,2.56702636615906,Africa,True
Costa Rica,4.357972941336858,,2.357934847000454,,3.8801845528264334,North America,True
Croatia,3.7437448785924614,,2.1958996524092336,,3.682776646314434,Europe,True
Cuba,3.4605971888976015,,1.9444826721501687,,3.3877456596088638,North America,True
Curaçao,1.4913616938342726,,0.0,,1.4771212547196624,North America,True
Cyprus,3.0909630765957314,,1.2787536009528289,,2.932473764677153,Asia,True
Czechia,4.2609057676498,,2.5899496013257077,,4.105986795521472,Europe,True
DR Congo,3.974787932213558,,2.3384564936046046,,3.9177680024477564,Africa,True
Denmark,4.159627340658673,,2.7902851640332416,,4.108565023732835,Europe,True
Djibouti,3.727378569451489,,1.7708520116421442,,3.7061201097027037,Africa,True
Dominica,1.255272505103306,,,,1.255272505103306,North America,False
Dominican Republic,4.89640495083223,,3.110252917353403,,4.628777066916437,North America,True
Ecuador,4.9711459121494705,,3.772028165324855,,4.854943349075921,South America,True
Egypt,4.979156695771502,,3.6982745766743674,,4.713255271535093,Africa,True
El Salvador,4.300552008792885,,2.72916478969277,,3.978408792623039,North America,True
Equatorial Guinea,3.683137131483007,,1.919078092376074,,3.338854746252323,Africa,True
Eritrea,2.45484486000851,,,,2.3891660843645326,Africa,False
Estonia,3.331832044436249,,1.7993405494535817,,3.292477593667784,Europe,True
Eswatini,3.4952667443878105,,1.7481880270062005,,3.194514341882467,Africa,True
Ethiopia,4.34738856792903,,2.591064607026499,,3.987085029624122,Africa,True
Falkland Islands,1.1139433523068367,,,,1.1139433523068367,South America,False
Faroe Islands,2.469822015978163,,,,2.285557309007774,Europe,False
Fiji,1.4313637641589874,,0.0,,1.255272505103306,Australia/Oceania,True
Finland,3.878981123393736,,2.519827993775719,,3.843855422623161,Europe,True
France,5.296491876572559,,4.48178648796754,,4.918219119435931,Europe,False
French Guiana,3.917347937627772,,1.6812412373755872,,3.8751191654625683,South America,True
French Polynesia,1.8388490907372552,,,,1.792391689498254,Australia/Oceania,False
Gabon,3.8988896559265864,,1.7075701760979363,,3.756179516843809,Africa,True
Gambia,3.037426497940624,,1.2787536009528289,,2.164352855784437,Africa,True
Georgia,3.0881360887005513,0.9542425094393249,1.2304489213782739,,3.0,Asia,True
Germany,5.336251542821265,,3.9666578842017577,,5.295347148333618,Europe,True
Ghana,4.607808748701695,,2.3138672203691533,,4.576364389089749,Africa,True
Gibraltar,2.294466226161593,,,,2.2648178230095364,Europe,False
Greece,3.734079407280594,,2.3242824552976926,,3.137986732723532,Europe,True
Greenland,1.146128035678238,,,,1.146128035678238,North America,False
Grenada,1.380211241711606,,,,1.3617278360175928,North America,False
Guadeloupe,2.462397997898956,,1.146128035678238,,2.2695129442179165,North America,True
Guatemala,4.74965130299103,,3.3418300569205104,,4.644162759365265,North America,True
Guinea,3.896250562461638,,1.6989700043360187,,3.834293512442696,Africa,True
Guinea-Bissau,3.3121773564397787,,1.462397997898956,,2.974971994298069,Africa,True
Guyana,2.74350976472843,,1.3424226808222062,,2.2764618041732443,South America,True
Haiti,3.881441721941393,1.0791812460476249,2.2600713879850747,0.6989700043360189,3.6895752157599384,North America,True
Honduras,4.671848297927331,2.783903579272735,3.1690863574870227,1.0413926851582251,3.808075868091307,North America,True
Hong Kong,3.6029277128591892,,1.7075701760979363,0.6020599913279624,3.4401216031878037,Asia,True
Hungary,3.671728088239558,1.6334684555795864,2.7795964912578244,,3.5439439424829065,Europe,False
Iceland,3.2911467617318855,,1.0,,3.2631624649622166,Europe,True
India,6.33373798318096,3.6457169393696036,4.6383694350524,1.5440680443502757,6.170750315178435,Asia,True
Indonesia,5.091677507131081,,3.752662943120972,,4.899306045682264,Asia,True
Iran,5.511471588291364,,4.261595898482179,,5.450436953954235,Asia,True
Iraq,5.16846507227768,,3.725094521081469,,5.023268925463059,Asia,True
Ireland,4.425599424984822,,3.248463717551032,,4.368547197567657,Europe,True
Isle of Man,2.526339277389844,,1.380211241711606,,2.494154594018443,Europe,True
Israel,4.916269663312515,2.1492191126553797,2.7737864449811935,0.0,4.759531870350376,Asia,True
Italy,5.398118901149261,,4.546579675635184,,5.30523740594313,Europe,True
Ivory Coast,4.220631019448092,,2.0170333392987803,,4.1103539826640025,Africa,True
Jamaica,3.0013009330204183,1.2041199826559248,1.1139433523068367,,2.8721562727482928,North America,True
Japan,4.65742876506078,,3.016615547557177,,4.495641453248718,Asia,True
Jordan,3.095518042323151,,1.0413926851582251,,3.0711452904510828,Asia,True
Kazakhstan,4.994321552794073,2.940516484932567,3.024485667699167,,4.858976082342255,Asia,True
Kenya,4.412242085209914,,2.621176281775035,,4.075510464524414,Africa,True
Kuwait,4.852473893952421,,2.6757783416740852,,4.798001134858534,Asia,True
Kyrgyzstan,4.601179653358781,2.5211380837040362,3.166726055580052,0.9030899869919435,4.502727471403209,Asia,True
Laos,1.3010299956639813,,,,1.2787536009528289,Asia,False
Latvia,3.110589710299249,0.3010299956639812,1.505149978319906,,3.0293837776852097,Europe,True
Lebanon,3.7939998009844706,,1.8920946026904804,,3.3102683666324477,Asia,True
Lesotho,2.870403905279027,,1.3617278360175928,,2.2430380486862944,Africa,True
Liberia,3.091315159697223,,1.8976270912904414,,2.8536982117761744,Africa,True
