Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Australia,29137,7,909,,26231,Australia/Oceania,0
Fiji,66,,2,,60,Australia/Oceania,1
French Polynesia,18546,,141,,4842,Australia/Oceania,1
Marshall Islands,4,,,,4,Australia/Oceania,0
Micronesia,1,,,,1,Australia/Oceania,0
New Caledonia,93,,,,58,Australia/Oceania,0
New Zealand,2432,2,26,,2311,Australia/Oceania,0
Papua New Guinea,2269,,26,,846,Australia/Oceania,1
Samoa,3,,,,2,Australia/Oceania,0
Solomon Islands,18,,,,16,Australia/Oceania,0
Vanuatu,3,,,,1,Australia/Oceania,0
Wallis and Futuna,233,47,,,7,Australia/Oceania,0
