Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Australia,71972,2060,1084,8,36173,Australia/Oceania,0
Fiji,48715,,534,,34411,Australia/Oceania,1
French Polynesia,40178,,551,,33500,Australia/Oceania,1
Marshall Islands,4,,,,4,Australia/Oceania,0
Micronesia,1,,,,1,Australia/Oceania,0
New Caledonia,401,148,1,,58,Australia/Oceania,0
New Zealand,3890,24,27,,3223,Australia/Oceania,0
Palau,2,,,,2,Australia/Oceania,0
Papua New Guinea,18339,,194,,17794,Australia/Oceania,1
Samoa,3,,,,3,Australia/Oceania,0
Solomon Islands,20,,,,20,Australia/Oceania,0
Vanuatu,4,,1,,3,Australia/Oceania,0
Wallis and Futuna,445,,7,,438,Australia/Oceania,0
