Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Afghanistan,42092,59,1558,2,34458,Asia,1
Albania,23705,,557,,12002,Europe,1
Algeria,61381,,2036,,41783,Africa,1
Andorra,5319,,75,,4043,Europe,1
Angola,12335,,303,,5647,Africa,1
Anguilla,3,,,,3,North America,0
Antigua and Barbuda,131,1,3,,122,North America,1
Argentina,1236851,,33348,,1053313,South America,1
Armenia,106424,2175,1559,26,64179,Asia,1
Aruba,4589,,40,,4383,North America,1
Australia,27658,6,907,,25451,Australia/Oceania,1
Austria,153153,5933,1411,34,91719,Europe,1
Azerbaijan,65411,1663,840,16,48908,Asia,1
Bahamas,6947,,152,,4942,North America,1
Bahrain,83264,,329,,80763,Asia,1
Bangladesh,420238,1474,6067,18,338145,Asia,1
Barbados,242,,7,,228,North America,1
Belarus,105283,,1004,,90058,Europe,1
Belgium,494168,6124,12907,199,29357,Europe,1
Belize,4076,60,68,1,2353,North America,1
Benin,2745,,43,,2466,Africa,1
Bermuda,209,,9,,181,North America,1
Bhutan,359,1,,,338,Asia,0
Bolivia,142427,84,8790,9,114225,South America,1
Bosnia and Herzegovina,61212,,1490,,30654,Europe,1
Botswana,7835,,27,,5534,Africa,1
Brazil,5653561,,162286,,5064344,South America,1
British Virgin Islands,71,,1,,70,North America,1
Brunei,148,,3,,144,Asia,0
Bulgaria,74485,,1632,,23805,Europe,1
Burkina Faso,2565,,67,,2370,Africa,1
Burundi,612,,1,,511,Africa,1
Cabo Verde,9291,,100,,8431,Africa,1
Cambodia,295,1,,,288,Asia,0
Cameroon,22342,,429,,21151,Africa,1
Canada,260055,,10490,,213094,North America,0
Caribbean Netherlands,154,,3,,145,North America,1
Cayman Islands,250,,1,,236,North America,1
Central African Republic,4879,,62,,1924,Africa,1
Chad,1543,,99,,1365,Africa,1
Channel Islands,921,,48,,751,Europe,1
Chile,519977,,14499,,495852,South America,1
China,86212,28,4634,,81168,Asia,1
Colombia,1136447,,32595,,1029082,South America,1
Comoros,563,,7,,532,Africa,1
Costa Rica,116363,,1464,,71119,North America,1
Croatia,67247,2543,794,42,50775,Europe,1
Cuba,7267,,130,,6582,North America,1
Curaçao,1077,,2,,808,North America,1
Cyprus,5871,,35,,1882,Asia,1
Czechia,411220,,4681,,237757,Europe,1
DR Congo,11550,,316,,10838,Africa,1
Denmark,55121,891,743,3,40305,Europe,1
Djibouti,5605,,61,,5485,Africa,1
Dominica,63,,,,35,North America,0
Dominican Republic,129645,,2263,,107580,North America,1
Ecuador,173486,,12815,,149048,South America,1
Egypt,108962,,6355,,100239,Africa,1
El Salvador,35145,,1010,4,31172,North America,1
Equatorial Guinea,5092,,85,,4968,Africa,1
Eritrea,491,,,,438,Africa,0
Estonia,6125,192,75,2,4193,Europe,1
Eswatini,5989,,117,,5719,Africa,1
Ethiopia,99201,,1518,,58948,Africa,1
Falkland Islands,13,,,,13,South America,0
Faroe Islands,497,2,,,493,Europe,0
Fiji,34,,2,,31,Australia/Oceania,1
Finland,17797,412,362,,12700,Europe,1
France,1748705,,40169,,127938,Europe,1
French Guiana,10704,,70,,9995,South America,1
French Polynesia,9995,,39,,4842,Australia/Oceania,1
Gabon,9022,,55,,8878,Africa,1
Gambia,3684,,121,,3527,Africa,1
Georgia,57753,2901,475,34,42572,Asia,1
Germany,658481,,11435,,412000,Europe,1
Ghana,48904,,320,,47611,Africa,1
Gibraltar,793,8,,,685,Europe,0
Greece,54809,,749,,9989,Europe,0
Greenland,17,,,,17,North America,0
Grenada,30,,,,27,North America,0
Guadeloupe,7903,,133,,2242,North America,1
Guatemala,111050,,3811,,100808,North America,1
Guinea,12414,14,74,1,10817,Africa,1
Guinea-Bissau,2414,,42,,1862,Africa,1
Guyana,4484,,134,,3511,South America,1
