Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Argentina,2107365,,51965,,1905021,South America,1
Bolivia,249010,463,11649,21,193032,South America,0
Brazil,10551259,,255018,,9411033,South America,1
Chile,825625,,20572,,780530,South America,1
Colombia,2251690,,59766,,2148249,South America,1
Ecuador,286155,,15811,,247898,South America,1
Falkland Islands,54,,,,46,South America,0
French Guiana,16627,,85,,9995,South America,1
Guyana,8585,,195,,7972,South America,1
Paraguay,159474,,3181,,133435,South America,1
Peru,1329805,,46494,,1232528,South America,1
Suriname,8929,,172,,8406,South America,1
Uruguay,57994,,608,,50039,South America,1
Venezuela,139116,,1344,,130834,South America,1
