Country,AllCase,NewCase,AllDeath,NewDeath,AllRecovered,Continent,Reliability*
Afghanistan,4.571347739941703,2.0293837776852097,3.1283992687178066,1.2041199826559248,4.421850615022958,Asia,1
Armenia,4.608451148762472,2.2041199826559246,2.904715545278681,0.8450980400142568,4.520575229285187,Asia,1
Azerbaijan,4.528029216612985,1.9242792860618816,2.694605198933569,0.47712125471966244,4.489339625857985,Asia,1
Bahrain,4.647353624901466,,2.2174839442139063,0.3010299956639812,4.614992075826426,Asia,1
Bangladesh,5.420785564049624,3.4765418090274287,3.540454613671412,1.5185139398778875,5.181763578960211,Asia,1
Bhutan,2.0530784434834195,0.47712125471966244,,,1.9867717342662448,Asia,0
Brunei,2.1522883443830563,,0.47712125471966244,,2.1398790864012365,Asia,0
Cambodia,2.424881636631067,1.1760912590556813,,,2.342422680822206,Asia,0
China,4.927944935296962,1.6434526764861874,3.6659560294539566,,4.8991855528559425,Asia,1
Cyprus,3.097604328874411,,1.2787536009528289,,2.9395192526186187,Asia,1
Georgia,3.1017470739463664,1.146128035678238,1.2304489213782739,,3.022840610876528,Asia,1
Hong Kong,3.621384028481653,1.5185139398778875,1.7634279935629373,0.47712125471966244,3.484584529282843,Asia,1
India,6.366427813825282,4.762475995750033,4.66450094795888,2.920123326290724,6.21373338976673,Asia,1
Indonesia,5.1098349310456905,3.2286569581089353,3.765221366304981,1.7708520116421442,4.922777341928798,Asia,1
Iran,5.520075903841602,3.370142847051102,4.27415784926368,2.2648178230095364,5.460326422352367,Asia,1
Iraq,5.195885821154534,3.530967681571915,3.7428036584691657,1.8260748027008264,5.0496133608662985,Asia,1
Israel,4.9312238785523546,2.800717078282385,2.791690649020118,0.7781512503836436,4.778288755199132,Asia,1
Japan,4.681150749932422,,3.0199466816788423,,4.519276575332284,Asia,1
Jordan,3.1082266563749283,1.1760912590556813,1.0413926851582251,,3.0751818546186915,Asia,1
Kazakhstan,5.000711659548867,2.858537197569639,3.103461622094705,1.3617278360175928,4.867479273166766,Asia,1
Kuwait,4.863727220102147,2.824776462475546,2.6866362692622934,0.6020599913279624,4.811300133814581,Asia,1
Kyrgyzstan,4.606972205508573,2.444044795918076,3.1696744340588068,0.6020599913279624,4.514999078078681,Asia,1
Laos,1.3010299956639813,,,,1.2787536009528289,Asia,0
Lebanon,3.852540985769799,2.4899584794248346,1.9395192526186185,0.8450980400142568,3.359835482339888,Asia,0
Macao,1.662757831681574,,,,1.662757831681574,Asia,0
Malaysia,3.9591845427311916,0.9542425094393249,2.0969100130080562,,3.9449266099862155,Asia,1
Maldives,3.712397131406715,,1.3010299956639813,0.0,3.452553063228925,Asia,1
Mongolia,2.4668676203541096,,,,2.419955748489758,Asia,0
Myanmar,2.5563025007672873,,0.7781512503836436,,2.4955443375464483,Asia,1
Nepal,4.379269249473647,2.8048206787211623,1.919078092376074,0.6020599913279624,4.22177925693969,Asia,1
Oman,4.914078585389112,2.419955748489758,2.7267272090265724,1.0791812460476249,4.884908594162607,Asia,1
Pakistan,5.4551358160185,2.725094521081469,3.7861833455676335,1.1760912590556813,5.417049649583315,Asia,1
Palestine,4.172456974400587,2.5622928644564746,2.012837224705172,0.47712125471966244,3.912806392661292,Asia,1
Philippines,5.144692493939179,3.475235222604128,3.3639878297484915,1.2787536009528289,4.835259232912736,Asia,1
Qatar,5.055554154460471,2.584331224367531,2.27415784926368,,5.0426699996003075,Asia,1
Saudi Arabia,5.464590880925957,3.182129214052998,3.5096057046115563,1.5314789170422551,5.406741101592505,Asia,1
Singapore,4.743141163573161,,1.4313637641589874,,4.70008037753763,Asia,1
South Korea,4.1661339703051095,1.5314789170422551,2.484299839346786,,4.137638905022756,Asia,1
Sri Lanka,3.459392487759231,0.9542425094393249,1.0413926851582251,,3.4186326873540653,Asia,1
Syria,3.098643725817057,,1.7160033436347992,,2.561101383649056,Asia,1
Taiwan,2.681241237375587,,0.8450980400142568,,2.6464037262230695,Asia,1
Tajikistan,3.896029912396227,1.6434526764861874,1.7993405494535817,0.0,3.8230175234460493,Asia,1
Thailand,3.5251744278352715,,1.7634279935629373,,3.500099191915723,Asia,1
Timor-Leste,1.3979400086720377,,,,1.380211241711606,Asia,0
Turkey,5.383809982131169,,3.76774936734558,,5.352124608319704,Asia,1
UAE,4.799106105036147,2.4183012913197452,2.5538830266438746,0.0,4.755577605113872,Asia,1
Uzbekistan,4.501702691990101,2.6464037262230695,2.3096301674258988,0.6020599913279624,4.374821638471994,Asia,1
Vietnam,2.9360107957152097,1.2041199826559248,1.2041199826559248,0.0,2.6009728956867484,Asia,1
Yemen,3.2629254693318317,,2.714329759745233,,2.9614210940664485,Asia,1
