Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Afghanistan,56454,70,2484,8,51473,Asia,0
Armenia,191491,750,3497,21,172605,Asia,0
Azerbaijan,259476,2146,3538,25,237338,Asia,0
Bahrain,142669,,515,,133753,Asia,1
Bangladesh,605937,5042,8994,45,539880,Asia,0
Bhutan,872,,1,,867,Asia,1
Brunei,207,,3,,191,Asia,0
Cambodia,2378,105,11,,1176,Asia,0
China,90190,8,4636,,85381,Asia,0
Cyprus,44991,,254,,2057,Asia,1
Georgia,281145,673,3773,8,272899,Asia,0
Hong Kong,11462,7,205,,11075,Asia,0
India,12095855,526,162147,,11393021,Asia,0
Indonesia,1505775,4682,40754,173,1342695,Asia,0
Iran,1875234,10250,62569,91,1608807,Asia,0
Iraq,844260,5995,14286,37,755350,Asia,0
Israel,832125,,6197,,817698,Asia,1
Japan,468614,,9061,,442369,Asia,1
Jordan,597256,,6651,,494417,Asia,1
Kazakhstan,243318,1445,3029,15,218031,Asia,0
Kuwait,229550,,1298,,213942,Asia,1
Kyrgyzstan,88276,113,1498,1,84723,Asia,0
Laos,49,,,,45,Asia,0
Lebanon,462339,,6136,,366639,Asia,1
Macao,48,,,,48,Asia,0
Malaysia,344018,1133,1265,5,328554,Asia,0
Maldives,23671,,66,,20839,Asia,1
Mongolia,8070,481,6,,4835,Asia,0
Myanmar,142393,,3206,,131790,Asia,1
Nepal,277147,167,3030,3,272727,Asia,0
Oman,158056,1173,1669,7,143398,Asia,0
Pakistan,663200,4084,14356,100,600278,Asia,0
Palestine,240065,1817,2614,15,213590,Asia,0
Philippines,741181,9296,13191,5,603310,Asia,0
Qatar,179184,720,289,3,163684,Asia,0
Saudi Arabia,389422,556,6663,7,377714,Asia,0
Singapore,60347,26,29,,58771,Asia,1
South Korea,102582,441,1729,3,94563,Asia,0
Sri Lanka,92303,,566,,88914,Asia,1
Syria,18638,,1247,,12492,Asia,1
Taiwan,1024,1,10,,981,Asia,0
Tajikistan,13308,,90,,13218,Asia,1
Thailand,28821,48,94,,27379,Asia,0
Timor-Leste,563,51,,,181,Asia,0
Turkey,3240577,,31230,,2975108,Asia,1
UAE,459360,2289,1492,6,443153,Asia,0
Uzbekistan,82682,146,628,2,80799,Asia,0
Vietnam,2594,,35,,2359,Asia,1
Yemen,4115,,863,,1657,Asia,1
