Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,Continent,Reliable
Afghanistan,4.568377753718221,,3.116275587580544,,4.413350065548239,Asia,True
Albania,3.788945727023748,,2.2764618041732443,,3.508798965403905,Europe,True
Algeria,4.533454289670824,,3.1078880251827985,,4.3741432107800255,Africa,True
Andorra,2.9800033715837464,,1.7160033436347992,,2.9237619608287004,Europe,True
Angola,3.1869563354654122,,1.8260748027008264,,2.73559889969818,Africa,True
Anguilla,0.47712125471966244,,,,0.47712125471966244,North America,False
Antigua and Barbuda,1.9637878273455553,,0.47712125471966244,,1.8808135922807914,North America,True
Argentina,5.372317201274956,,3.6445370577784075,,5.01408770871841,South America,True
Armenia,4.60406397266389,2.3010299956639813,2.8948696567452528,0.9030899869919435,4.510477984281345,Asia,False
Aruba,2.597695185925512,,0.47712125471966244,,2.0569048513364727,North America,True
Australia,4.315907399666257,2.6283889300503116,2.444044795918076,1.0791812460476249,4.053846426852252,Australia/Oceania,False
Austria,4.339192974099657,,2.8573324964312685,,4.294245716138118,Europe,True
Azerbaijan,4.523434286746437,,2.683947130751512,,4.472697954538768,Asia,True
Bahamas,2.9190780923760737,,1.146128035678238,,1.9777236052888478,North America,True
Bahrain,4.636558099948455,,2.2013971243204513,,4.605046332184747,Asia,True
Bangladesh,5.402264822397349,,3.52283531366053,,5.1631136476862505,Asia,True
Barbados,2.1398790864012365,,0.8450980400142568,,2.0,North America,True
Belarus,4.836412738190868,,2.765668554759014,,4.807535028068854,Europe,True
Belgium,4.86203591948588,2.885361220031512,3.9941411111261225,0.6989700043360189,4.248659743048336,Europe,True
Belize,2.0569048513364727,,0.3010299956639812,,1.505149978319906,North America,True
Benin,3.286905352972375,,1.5797835966168101,,3.2041199826559246,Africa,True
Bermuda,2.1958996524092336,,0.9542425094393249,,2.1583624920952498,North America,True
Bhutan,2.03342375548695,,,,1.9822712330395684,Asia,False
Bolivia,4.943944405785349,3.166726055580052,3.54703589974001,1.7708520116421442,4.449308659474037,South America,True
Bosnia and Herzegovina,4.136308267255813,,2.595496221825574,,3.8676442339030985,Europe,True
Botswana,2.905256048748451,,0.3010299956639812,,1.7993405494535817,Africa,True
Brazil,6.4723269142127196,,4.998703870249989,,6.3156332692998625,South America,True
British Virgin Islands,0.9542425094393249,,0.0,,0.8450980400142568,North America,True
Brunei,2.1522883443830563,,0.47712125471966244,,2.1398790864012365,Asia,False
Bulgaria,4.120869940179189,,2.645422269349092,,3.8820689444361483,Europe,True
Burkina Faso,3.0637085593914173,,1.7323937598229686,,2.9827233876685453,Africa,True
