Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Afghanistan,88888,1172,3460,48,60598,Asia,0
Albania,132437,11,2453,1,129807,Europe,0
Algeria,132727,372,3560,8,92384,Africa,0
Andorra,13805,,127,,13578,Europe,1
Angola,36455,130,819,4,30101,Africa,0
Anguilla,109,,,,109,North America,0
Antigua and Barbuda,1263,,42,,1214,North America,1
Argentina,4093090,26934,84628,687,3668672,South America,0
Armenia,223555,95,4482,4,214998,Asia,0
Aruba,11069,,107,,10934,North America,1
Australia,30228,3,910,,29156,Australia/Oceania,0
Austria,648187,216,10652,2,633105,Europe,0
Azerbaijan,335065,73,4951,,328194,Asia,0
Bahamas,12092,40,236,2,11081,North America,0
Bahrain,256921,967,1196,8,240529,Asia,0
Bangladesh,822849,2454,13032,43,761916,Asia,0
Barbados,4033,,47,,3965,North America,1
Belarus,403845,1026,2958,9,396650,Europe,0
Belgium,1074204,846,25068,7,992815,Europe,0
Belize,12924,,325,,12460,North America,1
Benin,8109,,102,,7979,Africa,1
Bermuda,2497,,33,,2455,North America,1
Bhutan,1789,20,1,,1440,Asia,0
Bolivia,400047,3233,15321,74,315304,South America,0
Bosnia and Herzegovina,204597,30,9479,6,177122,Europe,0
Botswana,59480,,896,,55617,Africa,1
Brazil,17301220,86061,484350,2215,15718593,South America,0
British Virgin Islands,248,,1,,209,North America,1
Brunei,248,,3,,239,Asia,0
Bulgaria,420213,123,17893,6,389368,Europe,0
Burkina Faso,13456,,167,,13268,Africa,1
Burundi,4975,15,8,,773,Africa,0
Cabo Verde,31512,79,272,1,30231,Africa,0
Cambodia,37321,655,311,11,30617,Asia,0
Cameroon,80090,186,1310,8,77305,Africa,0
Canada,1399716,1441,25886,13,1355419,North America,0
Caribbean Netherlands,1617,,17,,1598,North America,1
Cayman Islands,592,,2,,578,North America,1
Central African Republic,7101,,98,,6859,Africa,1
Chad,4942,,174,,4765,Africa,1
Channel Islands,4088,,86,,3956,Europe,1
Chile,1461419,7941,30472,133,1382124,South America,0
China,91359,22,4636,,86297,Asia,0
Colombia,3694707,29570,94615,569,3435109,South America,0
Comoros,3894,,146,,3736,Africa,1
Costa Rica,339900,1852,4322,24,261195,North America,0
Croatia,358379,134,8123,13,349049,Europe,0
Cuba,154866,1288,1065,8,147553,North America,0
Curaçao,12291,,123,,12140,North America,1
Cyprus,73115,60,372,1,71166,Asia,0
Czechia,1664839,190,30219,2,1628416,Europe,0
DR Congo,34695,429,831,6,27823,Africa,0
Denmark,289122,418,2523,1,276517,Europe,0
Djibouti,11571,1,154,,11401,Africa,0
Dominica,189,1,,,188,North America,0
Dominican Republic,306698,1129,3700,5,249637,North America,0
Ecuador,437121,1098,20997,48,398645,South America,0
Egypt,271780,733,15547,37,199840,Africa,0
El Salvador,75351,,2288,4,70150,North America,0
Equatorial Guinea,8640,,118,,8303,Africa,1
Eritrea,4766,,16,,4252,Africa,1
Estonia,130418,54,1266,,125528,Europe,0
Eswatini,18705,,676,,17923,Africa,1
Ethiopia,273892,214,4235,4,249471,Africa,0
Falkland Islands,63,,,,63,South America,0
Faroe Islands,754,,1,,714,Europe,1
Fiji,970,51,4,,278,Australia/Oceania,0
Finland,93660,47,964,,46000,Europe,0
France,5733838,3871,110344,71,5483689,Europe,0
French Guiana,25506,214,133,3,9995,South America,0
French Polynesia,18922,,142,,18736,Australia/Oceania,1
Gabon,24696,,156,,23483,Africa,1
Gambia,6002,,179,,5800,Africa,1
Georgia,352649,695,5012,16,337820,Asia,0
Germany,3720811,2194,90398,115,3569000,Europe,0
Ghana,94444,75,789,,92552,Africa,0
Gibraltar,4306,,94,,4200,Europe,1
Greece,413954,784,12381,11,388931,Europe,0
Greenland,43,,,,40,North America,0
Grenada,161,,1,,160,North America,1
Guadeloupe,16608,,225,,2250,North America,1
Guatemala,269308,1861,8416,28,244416,North America,0
Guinea,23352,,167,,21427,Africa,1
Guinea-Bissau,3802,2,69,1,3545,Africa,0
Guyana,18088,,419,,16042,South America,1
Haiti,16079,,346,,12558,North America,1
Honduras,244295,828,6567,8,87302,North America,0
Hong Kong,11875,,210,,11593,Asia,1
Hungary,806790,199,29904,8,724614,Europe,0
Iceland,6616,,30,,6543,Europe,1
India,29358033,84695,367097,4000,27901688,Asia,0
Indonesia,1894025,8083,52566,193,1735144,Asia,0
Iran,3013078,9966,81796,124,2624802,Asia,0
Iraq,1246860,4320,16668,20,1164103,Asia,0
Ireland,266073,319,4941,,249072,Europe,0
Isle of Man,1599,,29,,1563,Europe,1
Israel,839653,23,6428,,833007,Asia,0
Italy,4241760,1901,126924,69,3949597,Europe,0
