Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Anguilla,113,,,,111,North America,0
Antigua and Barbuda,1338,,43,,1246,North America,1
Aruba,12455,,111,,11537,North America,1
Bahamas,15537,,304,,12824,North America,1
Barbados,4471,,48,,4315,North America,1
Belize,14438,,339,,13622,North America,1
Bermuda,2614,,33,,2510,North America,1
British Virgin Islands,2532,,37,,2343,North America,1
Canada,1438743,,26669,,1401767,North America,1
Caribbean Netherlands,1724,,17,,1673,North America,1
Cayman Islands,646,,2,,639,North America,1
Costa Rica,416677,,5124,,337423,North America,1
Cuba,458219,,3438,,407434,North America,1
Curaçao,14122,,132,,13395,North America,1
Dominica,367,,,,209,North America,0
Dominican Republic,344495,,3974,,326857,North America,1
El Salvador,88371,,2730,13,76952,North America,0
Greenland,175,,,,111,North America,0
Grenada,178,,1,,166,North America,1
Guadeloupe,23821,,247,,2250,North America,1
Guatemala,390514,,10771,,341314,North America,1
Haiti,20389,,569,,15110,North America,1
Honduras,305936,,8120,,103110,North America,1
Jamaica,54859,,1222,,47231,North America,1
Martinique,23029,,129,,104,North America,1
Mexico,2971817,7573,244420,172,2326466,North America,0
Montserrat,22,,1,,20,North America,1
Nicaragua,9853,,196,,4225,North America,1
Panama,442295,,6906,,424161,North America,0
Saint Barthelemy,1336,,2,,462,North America,0
Saint Kitts and Nevis,614,,3,,558,North America,0
Saint Lucia,5837,,90,,5452,North America,0
Saint Martin,2713,,39,,1399,North America,0
Saint Pierre and Miquelon,28,,,,26,North America,0
Saint Vincent and the Grenadines,2299,,12,,2238,North America,0
Trinidad and Tobago,40233,,1137,,33174,North America,0
Turks and Caicos,2523,,18,,2440,North America,0
USA,36543338,,633116,,29859062,North America,0
