Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Anguilla,3,,,,3,North America,0
Antigua and Barbuda,124,,3,,108,North America,1
Aruba,4437,,36,,4253,North America,1
Bahamas,6502,,136,,4088,North America,1
Barbados,233,,7,,217,North America,1
Belize,3232,32,51,,2045,North America,1
Bermuda,194,,9,,175,North America,1
British Virgin Islands,71,,1,,70,North America,1
Canada,222887,,10001,,186464,North America,0
Caribbean Netherlands,150,,3,,126,North America,1
Cayman Islands,239,,1,,218,North America,1
Costa Rica,105322,,1329,,64406,North America,1
Cuba,6678,,128,,6051,North America,1
Curaçao,884,,1,,606,North America,1
Dominica,38,,,,29,North America,0
Dominican Republic,125008,,2226,,103324,North America,1
El Salvador,32925,,957,,28582,North America,1
Greenland,17,,,,16,North America,0
Grenada,28,,,,24,North America,0
Guadeloupe,7474,,115,,2199,North America,1
Guatemala,105571,,3665,,95206,North America,1
Haiti,9040,,232,,7411,North America,1
Honduras,94623,657,2639,6,38833,North America,1
Jamaica,8787,,196,,4347,North America,1
Martinique,3552,,30,,98,North America,1
Mexico,901268,5942,89814,643,659473,North America,1
Montserrat,13,,1,,12,North America,1
Nicaragua,5514,,156,,4225,North America,1
Panama,130422,,2650,,106440,North America,1
Saint Barthelemy,83,,,,67,North America,0
Saint Kitts and Nevis,19,,,,19,North America,0
Saint Lucia,65,,,,27,North America,0
Saint Martin,566,,9,,488,North America,1
Saint Pierre and Miquelon,16,,,,12,North America,0
Saint Vincent and the Grenadines,74,,,,69,North America,0
Trinidad and Tobago,5568,,106,,4186,North America,1
Turks and Caicos,703,,6,,689,North America,1
USA,9039170,1140,232101,17,5878859,North America,1
