Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Australia,30322,9,910,,29272,Australia/Oceania,0
Fiji,1798,150,6,,473,Australia/Oceania,0
French Polynesia,18963,,142,,18787,Australia/Oceania,1
Marshall Islands,4,,,,4,Australia/Oceania,0
Micronesia,1,,,,1,Australia/Oceania,0
New Caledonia,128,,,,58,Australia/Oceania,0
New Zealand,2714,,26,,2665,Australia/Oceania,1
Papua New Guinea,16933,72,173,,16309,Australia/Oceania,0
Samoa,3,,,,3,Australia/Oceania,0
Solomon Islands,20,,,,20,Australia/Oceania,0
Vanuatu,4,,1,,3,Australia/Oceania,0
Wallis and Futuna,445,,7,,438,Australia/Oceania,0
