Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,Continent,Reliability*
Afghanistan,39268,14,1458,,32789,Asia,1
Albania,13518,,384,,7732,Europe,1
Algeria,51368,,1726,,36063,Africa,1
Andorra,1966,,53,,1265,Europe,1
Angola,4905,,179,,1833,Africa,1
Anguilla,3,,,,3,North America,0
Antigua and Barbuda,101,,3,,92,North America,1
Argentina,736609,,16519,,585857,South America,1
Armenia,50359,458,959,1,44001,Asia,1
Aruba,3934,,26,,3181,North America,1
Australia,27078,15,886,4,24754,Australia/Oceania,1
Austria,44813,772,799,3,35644,Europe,0
Azerbaijan,40119,,590,,37827,Asia,1
Bahamas,3903,,91,,2072,North America,1
Bahrain,70422,,248,2,64267,Asia,1
Bangladesh,362043,,5219,,273698,Asia,1
Barbados,190,,7,,178,North America,1
Belarus,78260,,828,,74320,Europe,1
Belgium,117115,1762,10001,14,19386,Europe,1
Belize,1943,52,26,2,1225,North America,1
Benin,2340,,40,,1960,Africa,1
Bermuda,181,,9,,167,North America,1
Bhutan,281,1,,,219,Asia,0
Bolivia,134641,418,7931,31,94895,South America,1
Bosnia and Herzegovina,27226,,843,,20322,Europe,1
Botswana,3172,,16,,710,Africa,1
Brazil,4780317,,143010,,4135088,South America,1
British Virgin Islands,71,,1,,66,North America,1
Brunei,146,,3,,142,Asia,0
Bulgaria,20547,,813,,14489,Europe,1
Burkina Faso,2032,,58,,1309,Africa,1
Burundi,506,,1,,472,Africa,1
Cabo Verde,5900,,59,,5228,Africa,1
Cambodia,277,,,,275,Asia,0
Cameroon,20838,,418,,19440,Africa,1
Canada,156961,,9291,,133737,North America,0
Caribbean Netherlands,106,,1,,24,North America,1
Cayman Islands,211,,1,,208,North America,1
Central African Republic,4806,,62,,1840,Africa,1
Chad,1193,,85,,1007,Africa,1
Channel Islands,664,,48,,600,Europe,1
Chile,461300,,12725,,434794,South America,1
China,85403,19,4634,,80578,Asia,1
Colombia,824042,,25828,,734154,South America,1
Comoros,479,,7,,464,Africa,1
Costa Rica,74604,,880,,30703,North America,1
Croatia,16593,213,280,5,15057,Europe,1
Cuba,5531,,122,,4866,North America,1
Curaçao,370,,1,,157,North America,1
Cyprus,1743,,22,,1369,Asia,1
Czechia,67843,,636,,32759,Europe,1
DR Congo,10631,,272,,10129,Africa,1
Denmark,27464,,650,,20320,Europe,1
Djibouti,5416,,61,,5344,Africa,1
Dominica,30,,,,24,North America,0
Dominican Republic,111900,,2101,,86998,North America,1
Ecuador,135749,,11312,,112296,South America,1
Egypt,103079,,5914,,96094,Africa,1
El Salvador,28981,,843,4,23685,North America,1
Equatorial Guinea,5030,,83,,4769,Africa,1
Eritrea,375,,,,341,Africa,0
Estonia,3371,57,64,,2605,Europe,1
Eswatini,5462,,108,,4859,Africa,1
Ethiopia,74584,,1191,,30952,Africa,1
Falkland Islands,13,,,,13,South America,0
Faroe Islands,463,,,,428,Europe,0
Fiji,32,,2,,28,Australia/Oceania,1
Finland,9892,,345,,7850,Europe,1
France,550690,,31893,,96327,Europe,0
French Guiana,9929,,66,,9569,South America,1
French Polynesia,1728,,7,,1431,Australia/Oceania,1
Gabon,8752,,54,,7955,Africa,1
Gambia,3579,,112,,2161,Africa,1
Georgia,6192,326,37,1,3120,Asia,1
Germany,290466,,9556,,256000,Europe,0
Ghana,46482,,301,,45651,Africa,1
Gibraltar,391,,,,342,Europe,0
Greece,18123,,388,,9989,Europe,1
Greenland,14,,,,14,North America,0
Grenada,24,,,,24,North America,0
Guadeloupe,4487,,42,,2199,North America,1
Guatemala,90968,,3238,,79654,North America,1
Guinea,10634,,66,,9960,Africa,1
Guinea-Bissau,2324,,39,,1549,Africa,1
Guyana,2846,,78,,1644,South America,1
Haiti,8740,,227,,6757,North America,1
Honduras,76098,561,2323,22,27383,North America,1
Hong Kong,5088,8,105,,4827,Asia,0
Hungary,26461,894,765,8,5890,Europe,1
Iceland,2695,,10,,2161,Europe,0
India,6229474,5955,97541,12,5187825,Asia,1
Indonesia,287008,4284,10740,139,214947,Asia,1
Iran,453637,,25986,,378727,Asia,1
Iraq,358290,,9122,,288812,Asia,1
Ireland,35740,,1803,,23364,Europe,1
Isle of Man,340,,24,,315,Europe,1
Israel,239806,2880,1547,19,173109,Asia,1
Italy,313011,,35875,,226506,Europe,1
Ivory Coast,19669,,120,,19241,Africa,1
Jamaica,6408,,101,,1770,North America,1
Japan,82494,,1557,,75459,Asia,1
Jordan,10049,,57,,4496,Asia,1
Kazakhstan,107908,75,1725,,102874,Asia,1
Kenya,38378,,707,,24740,Africa,1
Kuwait,104568,,607,,96049,Asia,1
Kyrgyzstan,46669,147,1064,,42879,Asia,1
Laos,23,,,,22,Asia,0
Latvia,1729,,37,,1307,Europe,1
Lebanon,38377,,361,,17110,Asia,1
Lesotho,1576,,35,,873,Africa,1
Liberia,1343,,82,,1221,Africa,1
Libya,34014,,540,,18902,Africa,1
Liechtenstein,118,,1,,113,Europe,1
Lithuania,4693,115,92,,2365,Europe,1
Luxembourg,8431,,124,,7136,Europe,1
Macao,46,,,,46,Asia,0
Madagascar,16377,,229,,15139,Africa,1
Malawi,5772,,179,,4245,Africa,1
Malaysia,11135,,134,,9939,Asia,1
Maldives,10194,,34,,9037,Asia,1
Mali,3101,,131,,2443,Africa,1
Malta,3035,,34,,2484,Europe,1
Martinique,1290,,20,,98,North America,1
Mauritania,7488,,161,,7111,Africa,1
Mauritius,367,,10,,343,Africa,1
Mayotte,3541,,40,,2964,Africa,1
Mexico,738163,4446,77163,560,530945,North America,1
Moldova,52029,,1310,,38579,Europe,1
Monaco,214,,2,,178,Europe,1
Mongolia,313,,,,305,Asia,0
Montenegro,10575,,164,,7002,Europe,1
Montserrat,13,,1,,12,North America,1
Morocco,121183,,2152,,100253,Africa,1
Mozambique,8556,,59,,5205,Africa,1
Myanmar,12425,,284,,3391,Asia,1
Namibia,11140,,121,,8937,Africa,1
Nepal,76258,,491,,55371,Asia,1
Netherlands,117551,,6393,,N/A,Europe,0
New Caledonia,27,,,,27,Australia/Oceania,0
New Zealand,1836,1,25,,1767,Australia/Oceania,1
Nicaragua,5170,,151,,2913,North America,1
Niger,1196,,69,,1110,Africa,1
Nigeria,58647,,1111,,49937,Africa,1
North Macedonia,17786,,737,,14801,Europe,1
Norway,13915,,274,,11190,Europe,1
Oman,98585,,935,,88528,Asia,1
Pakistan,312263,747,6479,5,296881,Asia,1
Palestine,39541,,306,,31047,Asia,1
Panama,111853,,2364,,88202,North America,1
Papua New Guinea,534,,7,,516,Australia/Oceania,1
Paraguay,40101,,841,,23748,South America,1
Peru,811768,,32396,,676925,South America,1
Philippines,311694,2426,5504,58,253488,Asia,1
Poland,91514,1552,2513,30,69695,Europe,1
Portugal,74717,,1963,,48193,Europe,1
Qatar,125533,,214,,122448,Asia,1
Romania,125414,,4792,,100636,Europe,1
Russia,1176286,8481,20722,177,958257,Europe,1
Rwanda,4836,,29,,3125,Africa,1
Réunion,3882,,14,,2819,Africa,1
Saint Barthelemy,48,,,,25,North America,0
Saint Kitts and Nevis,19,,,,17,North America,0
Saint Lucia,27,,,,27,North America,0
Saint Martin,383,,8,,273,North America,1
Saint Pierre and Miquelon,16,,,,6,North America,0
Saint Vincent and the Grenadines,64,,,,64,North America,0
San Marino,727,,42,,676,Europe,1
Saudi Arabia,334187,,4739,,318542,Asia,1
Senegal,14945,,310,,12335,Africa,1
Serbia,33479,,749,,31536,Europe,1
Seychelles,143,,,,140,Africa,0
Sierra Leone,2222,,72,,1685,Africa,1
Singapore,57765,23,27,,7466,Asia,1
Slovakia,10141,567,48,3,4395,Europe,1
Slovenia,5690,203,150,1,3804,Europe,1
Somalia,3588,,99,,2946,Africa,1
South Africa,672572,,16667,,606520,Africa,1
South Korea,23812,113,413,6,21590,Asia,1
South Sudan,2700,,49,,1290,Africa,1
Spain,758172,,31614,,N/A,Europe,0
Sri Lanka,3374,,13,,3230,Asia,1
Sudan,13640,,836,,6764,Africa,1
Suriname,4863,,104,,4676,South America,1
Sweden,92466,,5890,,N/A,Europe,0
Switzerland,52871,,2069,,42700,Europe,1
Syria,4148,,197,,1088,Asia,1
São Tomé and Príncipe,911,,15,,885,Africa,1
Taiwan,514,1,7,,483,Asia,1
Tajikistan,9726,,75,,8531,Asia,1
Tanzania,509,,21,,183,Africa,1
Thailand,3564,5,59,,3374,Asia,1
Timor-Leste,28,,,,28,Asia,0
Togo,1759,,48,,1341,Africa,1
Trinidad and Tobago,4463,,74,,2454,North America,1
Tunisia,17405,,246,,5032,Africa,1
Turkey,317272,,8130,,278504,Asia,1
Turks and Caicos,686,4,6,1,642,North America,1
UAE,93090,,416,,82538,Asia,1
UK,446156,,42072,,N/A,Europe,0
USA,7406729,583,210797,12,4649521,North America,1
Uganda,8017,,75,,4033,Africa,1
Ukraine,208959,4027,4129,64,92360,Europe,1
Uruguay,2033,,48,,1771,South America,1
Uzbekistan,56519,165,468,2,52970,Asia,1
Vatican City,12,,,,12,Europe,0
Venezuela,74363,,621,,64200,South America,1
Vietnam,1094,,35,,1007,Asia,1
Western Sahara,10,,1,,8,Africa,1
Yemen,2031,,587,,1275,Asia,1
Zambia,14715,,332,,13937,Africa,1
Zimbabwe,7837,,228,,6122,Africa,1
World,33869505,42370,1013072,1186,24898076,,0
